comparison,ref,query,variable,value
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,intron_level_Pr,9.6
geneid_RS_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,intron_level_Pr,13.2
geneid_S_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,intron_level_Pr,7.9
geneid_S_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,intron_level_Pr,66.1
geneid_S_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,intron_level_Pr,77.1
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,intron_level_Pr,6.2
geneid_RS_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,intron_level_Pr,97.9
geneid_RS_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,intron_level_Pr,66.1
geneid_R_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,intron_level_Pr,13.2
geneid_R_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,intron_level_Pr,83.0
geneid_R_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,intron_level_Pr,75.0
geneid_simple_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,intron_level_Pr,7.9
geneid_R_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,intron_level_Pr,100.0
geneid_simple_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,intron_level_Pr,71.2
geneid_RS_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,intron_level_Pr,77.1
geneid_simple_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,intron_level_Pr,81.4
geneid_simple_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,intron_level_Pr,78.7
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,intronChain_level_Se,10.0
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,intronChain_level_Se,10.0
geneid_S_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,intronChain_level_Se,97.9
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,intronChain_level_Se,16.7
geneid_RS_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,intronChain_level_Se,9.6
geneid_S_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,intronChain_level_Se,6.4
geneid_S_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,intronChain_level_Se,83.0
geneid_S_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,intronChain_level_Se,78.7
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,intronChain_level_Se,6.7
geneid_RS_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,intronChain_level_Se,88.5
geneid_RS_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,intronChain_level_Se,75.0
geneid_R_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,intronChain_level_Se,5.8
geneid_R_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,intronChain_level_Se,75.0
geneid_R_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,intronChain_level_Se,75.0
geneid_simple_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,intronChain_level_Se,4.4
geneid_R_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,intronChain_level_Se,86.5
geneid_simple_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,intronChain_level_Se,82.2
geneid_RS_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,intronChain_level_Se,71.2
geneid_simple_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,intronChain_level_Se,100.0
geneid_simple_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,intronChain_level_Se,82.2
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,intronChain_level_Pr,6.4
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,intronChain_level_Pr,5.8
geneid_S_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,intronChain_level_Pr,88.5
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,intronChain_level_Pr,9.6
geneid_RS_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,intronChain_level_Pr,16.7
geneid_S_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,intronChain_level_Pr,10.0
geneid_S_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,intronChain_level_Pr,75.0
geneid_S_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,intronChain_level_Pr,82.2
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,intronChain_level_Pr,4.4
geneid_RS_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,intronChain_level_Pr,97.9
geneid_RS_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,intronChain_level_Pr,75.0
geneid_R_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,intronChain_level_Pr,10.0
geneid_R_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,intronChain_level_Pr,83.0
geneid_R_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,intronChain_level_Pr,75.0
geneid_simple_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,intronChain_level_Pr,6.7
geneid_R_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,intronChain_level_Pr,100.0
geneid_simple_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,intronChain_level_Pr,71.2
geneid_RS_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,intronChain_level_Pr,82.2
geneid_simple_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,intronChain_level_Pr,86.5
geneid_simple_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,intronChain_level_Pr,78.7
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,transcript_level_Se,3.8
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,transcript_level_Se,3.8
geneid_S_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,transcript_level_Se,32.9
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,transcript_level_Se,6.2
geneid_RS_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,transcript_level_Se,3.5
geneid_S_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,transcript_level_Se,2.1
geneid_S_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,transcript_level_Se,27.9
geneid_S_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,transcript_level_Se,26.4
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,transcript_level_Se,2.5
geneid_RS_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,transcript_level_Se,32.2
geneid_RS_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,transcript_level_Se,27.3
geneid_R_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,transcript_level_Se,2.1
geneid_R_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,transcript_level_Se,26.9
geneid_R_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,transcript_level_Se,26.9
geneid_simple_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,transcript_level_Se,1.5
geneid_R_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,transcript_level_Se,31.0
geneid_simple_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,transcript_level_Se,27.0
geneid_RS_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,transcript_level_Se,25.9
geneid_simple_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,transcript_level_Se,32.8
geneid_simple_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,transcript_level_Se,27.0
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,transcript_level_Pr,2.1
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,transcript_level_Pr,2.1
geneid_S_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,transcript_level_Pr,32.2
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,transcript_level_Pr,3.5
geneid_RS_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,transcript_level_Pr,6.2
geneid_S_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,transcript_level_Pr,3.8
geneid_S_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,transcript_level_Pr,26.9
geneid_S_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,transcript_level_Pr,27.0
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,transcript_level_Pr,1.5
geneid_RS_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,transcript_level_Pr,32.9
geneid_RS_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,transcript_level_Pr,26.9
geneid_R_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,transcript_level_Pr,3.8
geneid_R_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,transcript_level_Pr,27.9
geneid_R_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,transcript_level_Pr,27.3
geneid_simple_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,transcript_level_Pr,2.5
geneid_R_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,transcript_level_Pr,32.8
geneid_simple_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,transcript_level_Pr,25.9
geneid_RS_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,transcript_level_Pr,27.0
geneid_simple_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,transcript_level_Pr,31.0
geneid_simple_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,transcript_level_Pr,26.4
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,locus_level_Se,4.4
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,locus_level_Se,4.4
geneid_S_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,locus_level_Se,32.9
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,locus_level_Se,7.4
geneid_RS_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,locus_level_Se,3.5
geneid_S_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,locus_level_Se,2.1
geneid_S_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,locus_level_Se,27.9
geneid_S_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,locus_level_Se,26.4
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,locus_level_Se,2.9
geneid_RS_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,locus_level_Se,32.2
geneid_RS_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,locus_level_Se,27.3
geneid_R_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,locus_level_Se,2.1
geneid_R_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,locus_level_Se,26.9
geneid_R_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,locus_level_Se,26.9
geneid_simple_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,locus_level_Se,1.5
geneid_R_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,locus_level_Se,31.0
geneid_simple_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,locus_level_Se,27.0
geneid_RS_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,locus_level_Se,25.9
geneid_simple_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,locus_level_Se,32.8
geneid_simple_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,locus_level_Se,27.0
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,locus_level_Pr,2.1
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,locus_level_Pr,2.1
geneid_S_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,locus_level_Pr,32.2
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,locus_level_Pr,3.5
geneid_RS_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,locus_level_Pr,7.4
geneid_S_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,locus_level_Pr,4.4
geneid_S_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,locus_level_Pr,26.9
geneid_S_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,locus_level_Pr,27.0
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,locus_level_Pr,1.5
geneid_RS_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,locus_level_Pr,32.9
geneid_RS_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,locus_level_Pr,26.9
geneid_R_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,locus_level_Pr,4.4
geneid_R_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,locus_level_Pr,27.9
geneid_R_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,locus_level_Pr,27.3
geneid_simple_longest_isoform_from500_to1000_VS_CNAC_ref_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,locus_level_Pr,2.9
geneid_R_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,locus_level_Pr,32.8
geneid_simple_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,locus_level_Pr,25.9
geneid_RS_longest_isoform_from500_to1000_VS_geneid_simple_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,locus_level_Pr,27.0
geneid_simple_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,locus_level_Pr,31.0
geneid_simple_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,geneid_simple_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,locus_level_Pr,26.4
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_S_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,matching_intron_chains,3
CNAC_ref_longest_isoform_from500_to1000_VS_geneid_R_longest_isoform_from500_to1000,CNAC_ref_longest_isoform_from500_to1000,geneid_R_longest_isoform_from500_to1000,matching_intron_chains,3
geneid_S_longest_isoform_from500_to1000_VS_geneid_RS_longest_isoform_from500_to1000,geneid_S_longest_isoform_from500_to1000,geneid_RS_longest_isoform_from500_to1000,matching_intron_chains,46
