comparison,ref,query,variable,value
geneid_RS_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,transcript_level_Pr,0.0
geneid_R_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,transcript_level_Pr,0.0
geneid_R_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,transcript_level_Pr,0.0
geneid_S_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,transcript_level_Pr,0.0
geneid_RS_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,transcript_level_Pr,0.0
geneid_R_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,transcript_level_Pr,0.0
geneid_R_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,transcript_level_Pr,0.0
geneid_RS_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,transcript_level_Pr,0.0
geneid_simple_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,transcript_level_Pr,0.0
geneid_simple_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,transcript_level_Pr,0.0
geneid_simple_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,transcript_level_Pr,0.0
geneid_simple_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,transcript_level_Pr,0.0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,locus_level_Se,0.0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,locus_level_Se,0.0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_S_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,locus_level_Se,0.0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_RS_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_S_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_S_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_RS_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_R_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_R_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_S_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_RS_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_R_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_R_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_RS_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_simple_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_simple_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_simple_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,locus_level_Se,0.0
geneid_simple_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,locus_level_Se,0.0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,locus_level_Pr,0.0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,locus_level_Pr,0.0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_S_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,locus_level_Pr,0.0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_RS_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_S_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_S_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_RS_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_R_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_R_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_S_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_RS_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_R_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_R_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_RS_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_simple_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_simple_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_simple_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,locus_level_Pr,0.0
geneid_simple_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,locus_level_Pr,0.0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,matching_intron_chains,0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,matching_intron_chains,0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,matching_intron_chains,0
geneid_S_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,matching_intron_chains,0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,matching_intron_chains,0
geneid_RS_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,matching_intron_chains,0
geneid_S_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,matching_intron_chains,0
geneid_S_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,matching_intron_chains,0
geneid_RS_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,matching_intron_chains,0
geneid_R_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,matching_intron_chains,0
geneid_R_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,matching_intron_chains,0
geneid_S_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,matching_intron_chains,0
geneid_RS_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,matching_intron_chains,0
geneid_R_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,matching_intron_chains,0
geneid_R_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,matching_intron_chains,0
geneid_RS_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,matching_intron_chains,0
geneid_simple_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,matching_intron_chains,0
geneid_simple_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,matching_intron_chains,0
geneid_simple_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,matching_intron_chains,0
geneid_simple_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,matching_intron_chains,0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,matching_transcripts,0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,matching_transcripts,0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,matching_transcripts,0
geneid_S_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,matching_transcripts,0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,matching_transcripts,0
geneid_RS_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,matching_transcripts,0
geneid_S_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,matching_transcripts,0
geneid_S_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,matching_transcripts,0
geneid_RS_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,matching_transcripts,0
geneid_R_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,matching_transcripts,0
geneid_R_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,matching_transcripts,0
geneid_S_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,matching_transcripts,0
geneid_RS_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,matching_transcripts,0
geneid_R_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,matching_transcripts,0
geneid_R_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,matching_transcripts,0
geneid_RS_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,matching_transcripts,0
geneid_simple_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,matching_transcripts,0
geneid_simple_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,matching_transcripts,0
geneid_simple_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,matching_transcripts,0
geneid_simple_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,matching_transcripts,0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,matching_loci,0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,matching_loci,0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,matching_loci,0
geneid_S_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,matching_loci,0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,matching_loci,0
geneid_RS_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,matching_loci,0
geneid_S_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,matching_loci,0
geneid_S_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,matching_loci,0
geneid_RS_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,matching_loci,0
geneid_R_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,matching_loci,0
geneid_R_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,matching_loci,0
geneid_S_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,matching_loci,0
geneid_RS_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,matching_loci,0
geneid_R_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,matching_loci,0
geneid_R_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,matching_loci,0
geneid_RS_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,matching_loci,0
geneid_simple_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,matching_loci,0
geneid_simple_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,matching_loci,0
geneid_simple_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,matching_loci,0
geneid_simple_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,matching_loci,0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,missed_exon_prop,29/29
CNAC_ref_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,missed_exon_prop,29/29
CNAC_ref_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,missed_exon_prop,29/29
geneid_S_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,missed_exon_prop,14/14
CNAC_ref_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,missed_exon_prop,29/29
geneid_RS_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,missed_exon_prop,18/18
geneid_S_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,missed_exon_prop,0/14
geneid_S_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,missed_exon_prop,1/14
geneid_RS_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,missed_exon_prop,5/18
geneid_R_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,missed_exon_prop,15/15
geneid_R_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,missed_exon_prop,2/15
geneid_S_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,missed_exon_prop,2/14
geneid_RS_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,missed_exon_prop,4/18
geneid_R_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,missed_exon_prop,1/15
geneid_R_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,missed_exon_prop,1/15
geneid_RS_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,missed_exon_prop,4/18
geneid_simple_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,missed_exon_prop,1/14
geneid_simple_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,missed_exon_prop,2/14
geneid_simple_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,missed_exon_prop,14/14
geneid_simple_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,missed_exon_prop,0/14
CNAC_ref_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,missed_exon_perc,100.0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,missed_exon_perc,100.0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,missed_exon_perc,100.0
geneid_S_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,missed_exon_perc,100.0
CNAC_ref_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,missed_exon_perc,100.0
geneid_RS_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,missed_exon_perc,100.0
geneid_S_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,missed_exon_perc,0.0
geneid_S_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,missed_exon_perc,7.1
geneid_RS_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,missed_exon_perc,27.8
geneid_R_longest_isoform_from0_to200_VS_CNAC_ref_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,CNAC_ref_longest_isoform_from0_to200,missed_exon_perc,100.0
geneid_R_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,missed_exon_perc,13.3
geneid_S_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,missed_exon_perc,14.3
geneid_RS_longest_isoform_from0_to200_VS_geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,missed_exon_perc,22.2
geneid_R_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,missed_exon_perc,6.7
geneid_R_longest_isoform_from0_to200_VS_geneid_simple_longest_isoform_from0_to200,geneid_R_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,missed_exon_perc,6.7
geneid_RS_longest_isoform_from0_to200_VS_geneid_S_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,geneid_S_longest_isoform_from0_to200,missed_exon_perc,22.2
geneid_simple_longest_isoform_from0_to200_VS_geneid_RS_longest_isoform_from0_to200,geneid_simple_longest_isoform_from0_to200,geneid_RS_longest_isoform_from0_to200,missed_exon_perc,7.1
