comparison,ref,query,variable,value
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intron_level_Se,92.8
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intron_level_Se,96.7
geneid_simple_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intron_level_Se,44.5
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intron_level_Se,98.3
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intron_level_Se,93.4
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intron_level_Se,97.3
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intron_level_Se,91.8
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intron_level_Se,92.5
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intron_level_Pr,47.1
geneid_RS_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intron_level_Pr,64.0
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intron_level_Pr,46.2
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intron_level_Pr,48.3
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intron_level_Pr,98.3
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intron_level_Pr,92.8
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intron_level_Pr,92.5
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intron_level_Pr,44.5
geneid_S_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intron_level_Pr,62.5
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intron_level_Pr,93.4
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intron_level_Pr,91.8
geneid_R_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intron_level_Pr,62.2
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intron_level_Pr,94.3
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intron_level_Pr,97.3
geneid_simple_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intron_level_Pr,59.7
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intron_level_Pr,98.1
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intron_level_Pr,95.1
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intron_level_Pr,96.7
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intron_level_Pr,92.8
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intron_level_Pr,93.4
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intronChain_level_Se,11.7
geneid_RS_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intronChain_level_Se,7.3
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intronChain_level_Se,10.2
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intronChain_level_Se,13.2
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intronChain_level_Se,92.9
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intronChain_level_Se,80.8
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intronChain_level_Se,78.8
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intronChain_level_Se,6.7
geneid_S_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intronChain_level_Se,6.4
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intronChain_level_Se,83.1
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intronChain_level_Se,78.3
geneid_R_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intronChain_level_Se,5.8
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intronChain_level_Se,83.4
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intronChain_level_Se,90.1
geneid_simple_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intronChain_level_Se,3.8
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intronChain_level_Se,94.5
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intronChain_level_Se,84.4
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intronChain_level_Se,90.2
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intronChain_level_Se,79.8
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intronChain_level_Se,81.6
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intronChain_level_Pr,6.4
geneid_RS_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intronChain_level_Pr,13.2
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intronChain_level_Pr,5.8
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intronChain_level_Pr,7.3
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intronChain_level_Pr,94.5
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intronChain_level_Pr,83.4
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intronChain_level_Pr,81.6
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intronChain_level_Pr,3.8
geneid_S_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intronChain_level_Pr,11.7
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intronChain_level_Pr,84.4
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intronChain_level_Pr,79.8
geneid_R_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intronChain_level_Pr,10.2
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intronChain_level_Pr,80.8
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,intronChain_level_Pr,90.2
geneid_simple_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,intronChain_level_Pr,6.7
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intronChain_level_Pr,92.9
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intronChain_level_Pr,83.1
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,intronChain_level_Pr,90.1
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,intronChain_level_Pr,78.3
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,intronChain_level_Pr,78.8
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,transcript_level_Se,7.4
geneid_RS_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,transcript_level_Se,7.3
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,transcript_level_Se,6.5
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,transcript_level_Se,8.3
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,transcript_level_Se,92.5
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,transcript_level_Se,80.4
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,transcript_level_Se,78.5
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,transcript_level_Se,4.3
geneid_S_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,transcript_level_Se,6.4
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,transcript_level_Se,82.7
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,transcript_level_Se,78.0
geneid_R_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,transcript_level_Se,5.8
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,transcript_level_Se,83.0
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,transcript_level_Se,89.6
geneid_simple_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,transcript_level_Se,3.8
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,transcript_level_Se,94.0
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,transcript_level_Se,84.0
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,transcript_level_Se,89.8
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,transcript_level_Se,79.4
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,transcript_level_Se,81.2
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,transcript_level_Pr,6.4
geneid_RS_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,transcript_level_Pr,8.3
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,transcript_level_Pr,5.8
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,transcript_level_Pr,7.3
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,transcript_level_Pr,94.0
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,transcript_level_Pr,83.0
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,transcript_level_Pr,81.2
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,transcript_level_Pr,3.8
geneid_S_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,transcript_level_Pr,7.4
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,transcript_level_Pr,84.0
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,transcript_level_Pr,79.4
geneid_R_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,transcript_level_Pr,6.5
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,transcript_level_Pr,80.4
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,transcript_level_Pr,89.8
geneid_simple_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,transcript_level_Pr,4.3
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,transcript_level_Pr,92.5
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,transcript_level_Pr,82.7
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,transcript_level_Pr,89.6
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,transcript_level_Pr,78.0
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,transcript_level_Pr,78.5
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,locus_level_Se,11.7
geneid_RS_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,locus_level_Se,7.3
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,locus_level_Se,10.2
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,locus_level_Se,13.1
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,locus_level_Se,92.5
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,locus_level_Se,80.4
geneid_S_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,locus_level_Se,78.5
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,locus_level_Se,6.7
geneid_S_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,locus_level_Se,6.4
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,locus_level_Se,82.7
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,locus_level_Se,78.0
geneid_R_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,locus_level_Se,5.8
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,locus_level_Se,83.0
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,locus_level_Se,89.6
geneid_simple_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,locus_level_Se,3.8
geneid_RS_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,locus_level_Se,94.0
geneid_R_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,locus_level_Se,84.0
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_R_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_R_longest_isoform_from5000_to10000000,locus_level_Se,89.8
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_RS_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,locus_level_Se,79.4
geneid_simple_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,geneid_simple_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,locus_level_Se,81.2
CNAC_ref_longest_isoform_from5000_to10000000_VS_geneid_S_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,geneid_S_longest_isoform_from5000_to10000000,locus_level_Pr,6.4
geneid_RS_longest_isoform_from5000_to10000000_VS_CNAC_ref_longest_isoform_from5000_to10000000,geneid_RS_longest_isoform_from5000_to10000000,CNAC_ref_longest_isoform_from5000_to10000000,locus_level_Pr,13.1
