comparison,ref,query,variable,value
geneid_R_VS_geneid_S,geneid_R,geneid_S,matching_loci,839
CNAC_ref_VS_geneid_S,CNAC_ref,geneid_S,matching_loci,112
geneid_S_VS_geneid_simple,geneid_S,geneid_simple,matching_loci,809
CNAC_ref_VS_geneid_R,CNAC_ref,geneid_R,matching_loci,103
geneid_RS_VS_geneid_R,geneid_RS,geneid_R,matching_loci,846
geneid_simple_VS_geneid_RS,geneid_simple,geneid_RS,matching_loci,792
geneid_R_VS_geneid_RS,geneid_R,geneid_RS,matching_loci,846
geneid_simple_VS_geneid_S,geneid_simple,geneid_S,matching_loci,809
geneid_R_VS_CNAC_ref,geneid_R,CNAC_ref,matching_loci,103
geneid_R_VS_geneid_simple,geneid_R,geneid_simple,matching_loci,880
geneid_simple_VS_CNAC_ref,geneid_simple,CNAC_ref,missed_exon_prop,2434/5148
geneid_S_VS_CNAC_ref,geneid_S,CNAC_ref,missed_exon_prop,2425/5272
CNAC_ref_VS_geneid_simple,CNAC_ref,geneid_simple,missed_exon_prop,1003/3829
geneid_S_VS_geneid_R,geneid_S,geneid_R,missed_exon_prop,180/5272
geneid_S_VS_geneid_RS,geneid_S,geneid_RS,missed_exon_prop,43/5272
geneid_RS_VS_geneid_S,geneid_RS,geneid_S,missed_exon_prop,6/5281
geneid_RS_VS_CNAC_ref,geneid_RS,CNAC_ref,missed_exon_prop,2411/5281
geneid_RS_VS_geneid_simple,geneid_RS,geneid_simple,missed_exon_prop,291/5281
geneid_simple_VS_geneid_R,geneid_simple,geneid_R,missed_exon_prop,46/5148
CNAC_ref_VS_geneid_RS,CNAC_ref,geneid_RS,missed_exon_prop,802/3829
geneid_R_VS_geneid_S,geneid_R,geneid_S,missed_exon_prop,98/5218
CNAC_ref_VS_geneid_S,CNAC_ref,geneid_S,missed_exon_prop,798/3829
geneid_S_VS_geneid_simple,geneid_S,geneid_simple,missed_exon_prop,256/5272
CNAC_ref_VS_geneid_R,CNAC_ref,geneid_R,missed_exon_prop,904/3829
geneid_RS_VS_geneid_R,geneid_RS,geneid_R,missed_exon_prop,189/5281
geneid_simple_VS_geneid_RS,geneid_simple,geneid_RS,missed_exon_prop,150/5148
geneid_R_VS_geneid_RS,geneid_R,geneid_RS,missed_exon_prop,112/5218
geneid_simple_VS_geneid_S,geneid_simple,geneid_S,missed_exon_prop,121/5148
geneid_R_VS_CNAC_ref,geneid_R,CNAC_ref,missed_exon_prop,2410/5218
geneid_R_VS_geneid_simple,geneid_R,geneid_simple,missed_exon_prop,116/5218
geneid_simple_VS_CNAC_ref,geneid_simple,CNAC_ref,missed_exon_perc,47.3
geneid_S_VS_CNAC_ref,geneid_S,CNAC_ref,missed_exon_perc,46.0
CNAC_ref_VS_geneid_simple,CNAC_ref,geneid_simple,missed_exon_perc,26.2
geneid_S_VS_geneid_R,geneid_S,geneid_R,missed_exon_perc,3.4
geneid_S_VS_geneid_RS,geneid_S,geneid_RS,missed_exon_perc,0.8
geneid_RS_VS_geneid_S,geneid_RS,geneid_S,missed_exon_perc,0.1
geneid_RS_VS_CNAC_ref,geneid_RS,CNAC_ref,missed_exon_perc,45.7
geneid_RS_VS_geneid_simple,geneid_RS,geneid_simple,missed_exon_perc,5.5
geneid_simple_VS_geneid_R,geneid_simple,geneid_R,missed_exon_perc,0.9
CNAC_ref_VS_geneid_RS,CNAC_ref,geneid_RS,missed_exon_perc,20.9
geneid_R_VS_geneid_S,geneid_R,geneid_S,missed_exon_perc,1.9
CNAC_ref_VS_geneid_S,CNAC_ref,geneid_S,missed_exon_perc,20.8
geneid_S_VS_geneid_simple,geneid_S,geneid_simple,missed_exon_perc,4.9
CNAC_ref_VS_geneid_R,CNAC_ref,geneid_R,missed_exon_perc,23.6
geneid_RS_VS_geneid_R,geneid_RS,geneid_R,missed_exon_perc,3.6
geneid_simple_VS_geneid_RS,geneid_simple,geneid_RS,missed_exon_perc,2.9
geneid_R_VS_geneid_RS,geneid_R,geneid_RS,missed_exon_perc,2.1
geneid_simple_VS_geneid_S,geneid_simple,geneid_S,missed_exon_perc,2.4
geneid_R_VS_CNAC_ref,geneid_R,CNAC_ref,missed_exon_perc,46.2
geneid_R_VS_geneid_simple,geneid_R,geneid_simple,missed_exon_perc,2.2
geneid_simple_VS_CNAC_ref,geneid_simple,CNAC_ref,novel_exon_prop,1005/3831
geneid_S_VS_CNAC_ref,geneid_S,CNAC_ref,novel_exon_prop,798/3831
CNAC_ref_VS_geneid_simple,CNAC_ref,geneid_simple,novel_exon_prop,2434/5148
geneid_S_VS_geneid_R,geneid_S,geneid_R,novel_exon_prop,98/5218
geneid_S_VS_geneid_RS,geneid_S,geneid_RS,novel_exon_prop,6/5281
geneid_RS_VS_geneid_S,geneid_RS,geneid_S,novel_exon_prop,43/5272
geneid_RS_VS_CNAC_ref,geneid_RS,CNAC_ref,novel_exon_prop,802/3831
geneid_RS_VS_geneid_simple,geneid_RS,geneid_simple,novel_exon_prop,150/5148
geneid_simple_VS_geneid_R,geneid_simple,geneid_R,novel_exon_prop,116/5218
CNAC_ref_VS_geneid_RS,CNAC_ref,geneid_RS,novel_exon_prop,2411/5281
geneid_R_VS_geneid_S,geneid_R,geneid_S,novel_exon_prop,180/5272
CNAC_ref_VS_geneid_S,CNAC_ref,geneid_S,novel_exon_prop,2425/5272
geneid_S_VS_geneid_simple,geneid_S,geneid_simple,novel_exon_prop,121/5148
CNAC_ref_VS_geneid_R,CNAC_ref,geneid_R,novel_exon_prop,2410/5218
geneid_RS_VS_geneid_R,geneid_RS,geneid_R,novel_exon_prop,112/5218
geneid_simple_VS_geneid_RS,geneid_simple,geneid_RS,novel_exon_prop,291/5281
geneid_R_VS_geneid_RS,geneid_R,geneid_RS,novel_exon_prop,189/5281
geneid_simple_VS_geneid_S,geneid_simple,geneid_S,novel_exon_prop,256/5272
geneid_R_VS_CNAC_ref,geneid_R,CNAC_ref,novel_exon_prop,906/3831
geneid_R_VS_geneid_simple,geneid_R,geneid_simple,novel_exon_prop,46/5148
geneid_simple_VS_CNAC_ref,geneid_simple,CNAC_ref,novel_exon_perc,26.2
geneid_S_VS_CNAC_ref,geneid_S,CNAC_ref,novel_exon_perc,20.8
CNAC_ref_VS_geneid_simple,CNAC_ref,geneid_simple,novel_exon_perc,47.3
geneid_S_VS_geneid_R,geneid_S,geneid_R,novel_exon_perc,1.9
geneid_S_VS_geneid_RS,geneid_S,geneid_RS,novel_exon_perc,0.1
geneid_RS_VS_geneid_S,geneid_RS,geneid_S,novel_exon_perc,0.8
geneid_RS_VS_CNAC_ref,geneid_RS,CNAC_ref,novel_exon_perc,20.9
geneid_RS_VS_geneid_simple,geneid_RS,geneid_simple,novel_exon_perc,2.9
geneid_simple_VS_geneid_R,geneid_simple,geneid_R,novel_exon_perc,2.2
CNAC_ref_VS_geneid_RS,CNAC_ref,geneid_RS,novel_exon_perc,45.7
geneid_R_VS_geneid_S,geneid_R,geneid_S,novel_exon_perc,3.4
CNAC_ref_VS_geneid_S,CNAC_ref,geneid_S,novel_exon_perc,46.0
geneid_S_VS_geneid_simple,geneid_S,geneid_simple,novel_exon_perc,2.4
CNAC_ref_VS_geneid_R,CNAC_ref,geneid_R,novel_exon_perc,46.2
geneid_RS_VS_geneid_R,geneid_RS,geneid_R,novel_exon_perc,2.1
geneid_simple_VS_geneid_RS,geneid_simple,geneid_RS,novel_exon_perc,5.5
geneid_R_VS_geneid_RS,geneid_R,geneid_RS,novel_exon_perc,3.6
geneid_simple_VS_geneid_S,geneid_simple,geneid_S,novel_exon_perc,4.9
geneid_R_VS_CNAC_ref,geneid_R,CNAC_ref,novel_exon_perc,23.6
geneid_R_VS_geneid_simple,geneid_R,geneid_simple,novel_exon_perc,0.9
geneid_simple_VS_CNAC_ref,geneid_simple,CNAC_ref,base_level_F1,49.2
geneid_S_VS_CNAC_ref,geneid_S,CNAC_ref,base_level_F1,52.5
CNAC_ref_VS_geneid_simple,CNAC_ref,geneid_simple,base_level_F1,49.2
geneid_S_VS_geneid_R,geneid_S,geneid_R,base_level_F1,91.8
geneid_S_VS_geneid_RS,geneid_S,geneid_RS,base_level_F1,97.9
geneid_RS_VS_geneid_S,geneid_RS,geneid_S,base_level_F1,97.9
geneid_RS_VS_CNAC_ref,geneid_RS,CNAC_ref,base_level_F1,53.5
geneid_RS_VS_geneid_simple,geneid_RS,geneid_simple,base_level_F1,92.9
geneid_simple_VS_geneid_R,geneid_simple,geneid_R,base_level_F1,99.3
CNAC_ref_VS_geneid_RS,CNAC_ref,geneid_RS,base_level_F1,53.5
geneid_R_VS_geneid_S,geneid_R,geneid_S,base_level_F1,91.8
CNAC_ref_VS_geneid_S,CNAC_ref,geneid_S,base_level_F1,52.5
geneid_S_VS_geneid_simple,geneid_S,geneid_simple,base_level_F1,91.4
CNAC_ref_VS_geneid_R,CNAC_ref,geneid_R,base_level_F1,50.0
geneid_RS_VS_geneid_R,geneid_RS,geneid_R,base_level_F1,93.4
geneid_simple_VS_geneid_RS,geneid_simple,geneid_RS,base_level_F1,92.9
geneid_R_VS_geneid_RS,geneid_R,geneid_RS,base_level_F1,93.4
geneid_simple_VS_geneid_S,geneid_simple,geneid_S,base_level_F1,91.4
geneid_R_VS_CNAC_ref,geneid_R,CNAC_ref,base_level_F1,50.0
geneid_R_VS_geneid_simple,geneid_R,geneid_simple,base_level_F1,99.3
geneid_simple_VS_CNAC_ref,geneid_simple,CNAC_ref,exon_level_F1,45.6
geneid_S_VS_CNAC_ref,geneid_S,CNAC_ref,exon_level_F1,47.6
CNAC_ref_VS_geneid_simple,CNAC_ref,geneid_simple,exon_level_F1,45.6
geneid_S_VS_geneid_R,geneid_S,geneid_R,exon_level_F1,90.4
geneid_S_VS_geneid_RS,geneid_S,geneid_RS,exon_level_F1,97.5
geneid_RS_VS_geneid_S,geneid_RS,geneid_S,exon_level_F1,97.5
geneid_RS_VS_CNAC_ref,geneid_RS,CNAC_ref,exon_level_F1,48.5
geneid_RS_VS_geneid_simple,geneid_RS,geneid_simple,exon_level_F1,89.4
geneid_simple_VS_geneid_R,geneid_simple,geneid_R,exon_level_F1,97.5
CNAC_ref_VS_geneid_RS,CNAC_ref,geneid_RS,exon_level_F1,48.5
geneid_R_VS_geneid_S,geneid_R,geneid_S,exon_level_F1,90.4
CNAC_ref_VS_geneid_S,CNAC_ref,geneid_S,exon_level_F1,47.6
geneid_S_VS_geneid_simple,geneid_S,geneid_simple,exon_level_F1,90.1
CNAC_ref_VS_geneid_R,CNAC_ref,geneid_R,exon_level_F1,47.0
geneid_RS_VS_geneid_R,geneid_RS,geneid_R,exon_level_F1,90.4
geneid_simple_VS_geneid_RS,geneid_simple,geneid_RS,exon_level_F1,89.4
geneid_R_VS_geneid_RS,geneid_R,geneid_RS,exon_level_F1,90.4
geneid_simple_VS_geneid_S,geneid_simple,geneid_S,exon_level_F1,90.1
geneid_R_VS_CNAC_ref,geneid_R,CNAC_ref,exon_level_F1,47.0
geneid_R_VS_geneid_simple,geneid_R,geneid_simple,exon_level_F1,97.5
geneid_simple_VS_CNAC_ref,geneid_simple,CNAC_ref,intron_level_F1,50.8
geneid_S_VS_CNAC_ref,geneid_S,CNAC_ref,intron_level_F1,53.4
CNAC_ref_VS_geneid_simple,CNAC_ref,geneid_simple,intron_level_F1,50.8
geneid_S_VS_geneid_R,geneid_S,geneid_R,intron_level_F1,94.9
geneid_S_VS_geneid_RS,geneid_S,geneid_RS,intron_level_F1,98.2
geneid_RS_VS_geneid_S,geneid_RS,geneid_S,intron_level_F1,98.2
geneid_RS_VS_CNAC_ref,geneid_RS,CNAC_ref,intron_level_F1,54.6
geneid_RS_VS_geneid_simple,geneid_RS,geneid_simple,intron_level_F1,92.8
geneid_simple_VS_geneid_R,geneid_simple,geneid_R,intron_level_F1,96.7
CNAC_ref_VS_geneid_RS,CNAC_ref,geneid_RS,intron_level_F1,54.6
geneid_R_VS_geneid_S,geneid_R,geneid_S,intron_level_F1,94.9
CNAC_ref_VS_geneid_S,CNAC_ref,geneid_S,intron_level_F1,53.4
geneid_S_VS_geneid_simple,geneid_S,geneid_simple,intron_level_F1,93.7
CNAC_ref_VS_geneid_R,CNAC_ref,geneid_R,intron_level_F1,53.6
geneid_RS_VS_geneid_R,geneid_RS,geneid_R,intron_level_F1,95.3
geneid_simple_VS_geneid_RS,geneid_simple,geneid_RS,intron_level_F1,92.8
geneid_R_VS_geneid_RS,geneid_R,geneid_RS,intron_level_F1,95.3
geneid_simple_VS_geneid_S,geneid_simple,geneid_S,intron_level_F1,93.7
geneid_R_VS_CNAC_ref,geneid_R,CNAC_ref,intron_level_F1,53.6
geneid_R_VS_geneid_simple,geneid_R,geneid_simple,intron_level_F1,96.7
geneid_simple_VS_CNAC_ref,geneid_simple,CNAC_ref,intronChain_level_F1,8.7
geneid_S_VS_CNAC_ref,geneid_S,CNAC_ref,intronChain_level_F1,13.3
CNAC_ref_VS_geneid_simple,CNAC_ref,geneid_simple,intronChain_level_F1,8.7
geneid_S_VS_geneid_R,geneid_S,geneid_R,intronChain_level_F1,83.7
geneid_S_VS_geneid_RS,geneid_S,geneid_RS,intronChain_level_F1,93.8
geneid_RS_VS_geneid_S,geneid_RS,geneid_S,intronChain_level_F1,93.8
geneid_RS_VS_CNAC_ref,geneid_RS,CNAC_ref,intronChain_level_F1,15.3
geneid_RS_VS_geneid_simple,geneid_RS,geneid_simple,intronChain_level_F1,79.4
geneid_simple_VS_geneid_R,geneid_simple,geneid_R,intronChain_level_F1,90.9
CNAC_ref_VS_geneid_RS,CNAC_ref,geneid_RS,intronChain_level_F1,15.3
geneid_R_VS_geneid_S,geneid_R,geneid_S,intronChain_level_F1,83.7
CNAC_ref_VS_geneid_S,CNAC_ref,geneid_S,intronChain_level_F1,13.3
geneid_S_VS_geneid_simple,geneid_S,geneid_simple,intronChain_level_F1,81.3
CNAC_ref_VS_geneid_R,CNAC_ref,geneid_R,intronChain_level_F1,12.6
geneid_RS_VS_geneid_R,geneid_RS,geneid_R,intronChain_level_F1,84.2
geneid_simple_VS_geneid_RS,geneid_simple,geneid_RS,intronChain_level_F1,79.4
geneid_R_VS_geneid_RS,geneid_R,geneid_RS,intronChain_level_F1,84.2
geneid_simple_VS_geneid_S,geneid_simple,geneid_S,intronChain_level_F1,81.3
geneid_R_VS_CNAC_ref,geneid_R,CNAC_ref,intronChain_level_F1,12.6
geneid_R_VS_geneid_simple,geneid_R,geneid_simple,intronChain_level_F1,90.9
geneid_simple_VS_CNAC_ref,geneid_simple,CNAC_ref,transcript_level_F1,6.8
geneid_S_VS_CNAC_ref,geneid_S,CNAC_ref,transcript_level_F1,10.4
CNAC_ref_VS_geneid_simple,CNAC_ref,geneid_simple,transcript_level_F1,6.8
geneid_S_VS_geneid_R,geneid_S,geneid_R,transcript_level_F1,64.8
geneid_S_VS_geneid_RS,geneid_S,geneid_RS,transcript_level_F1,72.9
geneid_RS_VS_geneid_S,geneid_RS,geneid_S,transcript_level_F1,72.9
geneid_RS_VS_CNAC_ref,geneid_RS,CNAC_ref,transcript_level_F1,12.0
geneid_RS_VS_geneid_simple,geneid_RS,geneid_simple,transcript_level_F1,61.6
geneid_simple_VS_geneid_R,geneid_simple,geneid_R,transcript_level_F1,70.2
CNAC_ref_VS_geneid_RS,CNAC_ref,geneid_RS,transcript_level_F1,12.0
geneid_R_VS_geneid_S,geneid_R,geneid_S,transcript_level_F1,64.8
CNAC_ref_VS_geneid_S,CNAC_ref,geneid_S,transcript_level_F1,10.4
geneid_S_VS_geneid_simple,geneid_S,geneid_simple,transcript_level_F1,62.8
CNAC_ref_VS_geneid_R,CNAC_ref,geneid_R,transcript_level_F1,9.9
geneid_RS_VS_geneid_R,geneid_RS,geneid_R,transcript_level_F1,65.5
geneid_simple_VS_geneid_RS,geneid_simple,geneid_RS,transcript_level_F1,61.6
geneid_R_VS_geneid_RS,geneid_R,geneid_RS,transcript_level_F1,65.5
geneid_simple_VS_geneid_S,geneid_simple,geneid_S,transcript_level_F1,62.8
geneid_R_VS_CNAC_ref,geneid_R,CNAC_ref,transcript_level_F1,9.9
geneid_R_VS_geneid_simple,geneid_R,geneid_simple,transcript_level_F1,70.2
geneid_simple_VS_CNAC_ref,geneid_simple,CNAC_ref,locus_level_F1,7.2
geneid_S_VS_CNAC_ref,geneid_S,CNAC_ref,locus_level_F1,10.8
CNAC_ref_VS_geneid_simple,CNAC_ref,geneid_simple,locus_level_F1,7.2
geneid_S_VS_geneid_R,geneid_S,geneid_R,locus_level_F1,64.9
geneid_S_VS_geneid_RS,geneid_S,geneid_RS,locus_level_F1,73.0
geneid_RS_VS_geneid_S,geneid_RS,geneid_S,locus_level_F1,73.0
geneid_RS_VS_CNAC_ref,geneid_RS,CNAC_ref,locus_level_F1,12.6
geneid_RS_VS_geneid_simple,geneid_RS,geneid_simple,locus_level_F1,61.7
geneid_simple_VS_geneid_R,geneid_simple,geneid_R,locus_level_F1,70.2
CNAC_ref_VS_geneid_RS,CNAC_ref,geneid_RS,locus_level_F1,12.6
geneid_R_VS_geneid_S,geneid_R,geneid_S,locus_level_F1,64.9
CNAC_ref_VS_geneid_S,CNAC_ref,geneid_S,locus_level_F1,10.8
geneid_S_VS_geneid_simple,geneid_S,geneid_simple,locus_level_F1,62.9
CNAC_ref_VS_geneid_R,CNAC_ref,geneid_R,locus_level_F1,10.3
geneid_RS_VS_geneid_R,geneid_RS,geneid_R,locus_level_F1,65.5
geneid_simple_VS_geneid_RS,geneid_simple,geneid_RS,locus_level_F1,61.7
geneid_R_VS_geneid_RS,geneid_R,geneid_RS,locus_level_F1,65.5
geneid_simple_VS_geneid_S,geneid_simple,geneid_S,locus_level_F1,62.9
geneid_R_VS_CNAC_ref,geneid_R,CNAC_ref,locus_level_F1,10.3
geneid_R_VS_geneid_simple,geneid_R,geneid_simple,locus_level_F1,70.2
